Node	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33
01/10/2010 00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01/10/2010 00:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01/10/2010 01:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01/10/2010 01:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01/10/2010 02:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01/10/2010 02:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01/10/2010 03:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01/10/2010 03:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01/10/2010 04:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01/10/2010 04:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01/10/2010 05:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01/10/2010 05:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01/10/2010 06:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01/10/2010 06:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01/10/2010 07:00	0	0.0472	0	0	0	0	0.0656	0	0.1355	0	0	0	0.0104	0	0	0	0.044	0	0	0	0	0.04	0	0.0032	0	0	0.0336	0.0208	0	0	0	0	0
01/10/2010 07:30	0	0.3608	0	0	0	0	0.3544	0	0.9035	0	0	0	0.1064	0	0	0	0.1464	0	0	0	0	0.288	0	0.0616	0	0	0.1936	0.1128	0	0	0	0	0
01/10/2010 08:00	0	0.7112	0	0.0248	0	0	0.812	0	1.6185	0	0	0	0.4352	0	0	0	0.3296	0	0	0	0	0.6735	0	0.144	0	0	0.7464	0.4744	0	0	0	0	0
01/10/2010 08:30	0	1.088	0	0.048	0	0	1.2816	0	2.0585	0	0	0	0.852	0	0	0	0.8832	0	0	0	0	1.0735	0	0.2768	0	0	1.2104	1.1016	0	0	0	0	0
01/10/2010 09:00	0	1.3672	0	0.1624	0	0	1.6592	0	2.408	0	0	0	1.072	0	0	0	1.3432	0	0	0	0	1.4005	0	0.4464	0	0	1.4928	1.4864	0	0	0	0	0
01/10/2010 09:30	0	1.604	0	0.3104	0	0	2.0832	0	2.619	0	0	0	1.4224	0	0	0	1.8472	0	0	0	0	1.7605	0	0.6632	0	0	1.8456	1.9152	0	0	0	0	0
01/10/2010 10:00	0	1.7416	0	0.4184	0	0	2.3448	0	2.7785	0	0	0	1.7632	0	0	0	2.1264	0	0	0	0	1.9865	0	1.2704	0	0	2.0648	2.1832	0	0	0	0	0
01/10/2010 10:30	0	1.8752	0	0.5056	0	0	2.5696	0	2.801	0	0	0	1.9752	0	0	0	2.3728	0	0	0	0	2.169	0	1.6552	0	0	2.3464	2.4632	0	0	0	0	0
01/10/2010 11:00	0	1.9576	0	0.5664	0	0	2.7424	0	2.853	0	0	0	2.1288	0	0	0	2.5456	0	0	0	0	2.299	0	1.8952	0	0	2.432	2.668	0	0	0	0	0
01/10/2010 11:30	0	1.9728	0	0.6144	0	0	2.8504	0	2.8315	0	0	0	2.1136	0	0	0	2.5232	0	0	0	0	2.3805	0	2.0888	0	0	2.4792	2.8088	0	0	0	0	0
