timestamp,Real,LSTM,Transformer,XGBoost,Prophet,Ensemble
2011-10-25 11:00:00,45.383100000000006,43.561768,21.5802,46.578423,11.390821835090094,34.40581600071256
2011-10-25 11:30:00,40.0864,41.013103,18.699478,45.60418,9.389928475205416,32.38213090185206
2011-10-25 12:00:00,31.129700000000003,38.97425,18.699478,37.837578,7.840868613910985,29.034335779216494
2011-10-25 12:30:00,1.209300000000006,32.619423,16.84404,30.136127,6.682661037089169,24.08267920661266
2011-10-25 13:00:00,20.247300000000003,12.3010435,16.84404,8.267205,6.003888074386616,10.876472615379502
2011-10-25 13:30:00,17.202700000000004,26.710516,16.070505,19.632526,6.057635357787376,18.693927439318713
2011-10-25 14:00:00,7.405499999999986,21.71785,16.070505,18.134398,7.212581993753176,16.906013722659452
2011-10-25 14:30:00,0.0,18.890955,19.072695,16.772585,9.85135399578763,16.69600336711735
2011-10-25 15:00:00,30.9238,15.146546,19.072695,9.910808,14.243378856725872,14.144376838939937
2011-10-25 15:30:00,47.58749999999999,38.320015,34.775066,30.347437,20.42827914986651,31.967544855780314
2011-10-25 16:00:00,63.385200000000005,47.5699,34.775066,49.46351,28.144745723975873,42.16338507949895
2011-10-25 16:30:00,57.266600000000004,69.27075,58.971344,66.58264,36.82894979609612,60.68113003296681
2011-10-25 17:00:00,66.12490000000001,65.47955,58.971344,65.44856,45.688678772803556,60.70300517228756
2011-10-25 17:30:00,86.6432,73.925186,75.175,68.953125,53.83924739084119,69.13936691847803
2011-10-25 18:00:00,95.17799999999998,78.80038,75.175,78.374954,60.47025736778606,74.74868555543132
2011-10-25 18:30:00,93.05100000000002,78.66766,74.36478,85.336876,65.00309199851556,77.53078665361835
2011-10-25 19:00:00,75.435,76.45968,74.36478,81.52429,67.20023945451179,76.03242625811302
2011-10-25 19:30:00,64.175,68.678566,65.417465,72.28384,67.19898922981237,68.89016773450875
2011-10-25 20:00:00,59.227999999999994,60.582993,65.417465,62.02875,65.46085205396953,62.88603837545899
2011-10-25 20:30:00,53.419,55.252747,60.017624,60.01951,62.64933803243116,59.02935179323786
2011-10-25 21:00:00,51.858000000000004,49.37433,60.017624,50.093372,59.466911783229236,53.55172231241477
2011-10-25 21:30:00,51.172999999999995,45.78652,55.722733,47.386627,56.492226487270514,50.20256444884867
2011-10-25 22:00:00,68.31300000000002,46.319153,55.722733,44.96984,54.0583798081672,49.17729250545529
2011-10-25 22:30:00,69.85000000000001,60.599033,49.709328,57.75251,52.20198980313273,55.988717664373624
2011-10-25 23:00:00,56.38699999999999,62.705162,49.709328,62.653538,50.694208290237384,57.92039909523227
2011-10-25 23:30:00,54.798,61.622208,42.168224,56.08984,49.14327054453927,53.679771797598164
2011-10-26 00:00:00,41.43000000000001,56.646152,42.168224,56.18843,47.13947746403526,51.857763933433425
2011-10-26 00:30:00,36.451,45.69197,36.334023,40.44288,44.402534192663104,41.86469893649245
2011-10-26 01:00:00,31.33,41.582577,36.334023,36.98567,40.890802735592885,38.91730280945592
2011-10-26 01:30:00,31.589,34.978676,36.31527,29.855032,36.84234045810299,33.95292458025477
2011-10-26 02:00:00,33.583,32.943813,36.315266,27.27909,32.73584865185083,31.810655907122232
