timestamp,Real,LSTM,Transformer,XGBoost,Prophet,Ensemble
2011-06-10 09:00:00,25.260799999999996,16.735958,17.944407,15.741111,7.602396364519455,16.709351836967574
2011-06-10 09:30:00,9.453300000000002,13.816417,2.8234782,11.860976,3.2567757346764843,10.04652662176822
2011-06-10 10:00:00,10.809799999999996,6.336807,2.8234782,4.517841,-0.7074620102946234,4.696685362609921
2011-06-10 10:30:00,7.961100000000002,6.7638316,-0.35952428,2.8870807,-4.157818704403706,3.3696376047460594
2011-06-10 11:00:00,5.120899999999999,5.3400073,-0.35952428,2.8302646,-7.1211781810110075,2.840102048326387
2011-06-10 11:30:00,5.595300000000002,3.7150111,-1.0591283,2.2188716,-9.698124966403658,1.841953213856983
2011-06-10 12:00:00,1.4102000000000032,3.806663,-1.0591283,3.3644137,-11.953074599989623,2.2923072538967113
2011-06-10 12:30:00,7.274499999999996,1.8264537,-0.19420294,2.3559184,-13.81789604231366,1.4575392206593925
2011-06-10 13:00:00,0.0,4.758529,-0.19420294,4.5909038,-15.043051020117133,3.320108602532576
2011-06-10 13:30:00,9.1218,1.1972957,0.27223536,4.3272624,-15.216542341412445,2.0810558466886353
2011-06-10 14:00:00,0.0,6.5018764,0.27223536,6.577007,-13.850939624934888,4.796853143201244
2011-06-10 14:30:00,0.0,1.9067798,0.7100672,3.1860423,-10.51802131332824,2.0403319239677224
2011-06-10 15:00:00,2.7778000000000063,3.16962,0.7100672,1.3343349,-4.9949937108267655,1.816595905500956
2011-06-10 15:30:00,0.0,6.004497,4.291145,10.347291,2.6196594088168723,7.111169295372319
2011-06-10 16:00:00,0.0,5.6743045,4.291145,5.6927104,11.85695585692379,5.2963690844830635
2011-06-10 16:30:00,22.281200000000005,9.387403,21.233791,4.702842,21.91503423023389,10.974055070268426
2011-06-10 17:00:00,20.048400000000015,24.168936,21.233791,27.603075,31.781515880706632,24.604592489706608
2011-06-10 17:30:00,17.464100000000002,23.496338,32.50299,26.614666,40.41583412967779,27.137782594707073
2011-06-10 18:00:00,20.020399999999995,24.364126,32.50299,24.429644,46.94982259774703,26.651361570506403
2011-06-10 18:30:00,21.6757,27.363426,36.989353,27.911049,50.858357757199016,30.239949558140523
2011-06-10 19:00:00,35.471399999999996,29.18321,36.989353,30.129908,52.0577745211106,31.69914704083186
2011-06-10 19:30:00,34.4744,37.60597,38.805214,37.482426,50.90682759391499,37.89443112169058
2011-06-10 20:00:00,40.25410000000001,37.775303,38.805214,40.624454,48.108892395241995,39.100354725987074
