loss,mae,val_loss,val_mae,learning_rate
0.22473309934139252,0.12160705775022507,0.01264990959316492,0.11866596341133118,0.0010000000474974513
0.009338491596281528,0.10090462863445282,0.012103660963475704,0.11576109379529953,0.0010000000474974513
0.008886134251952171,0.09849636256694794,0.011741389520466328,0.1149691566824913,0.0010000000474974513
0.008624788373708725,0.09710750728845596,0.011447844095528126,0.11492788046598434,0.0010000000474974513
0.008426639251410961,0.09603237360715866,0.012643099762499332,0.11840492486953735,0.0010000000474974513
0.008181963115930557,0.09454946964979172,0.011834870092570782,0.11397384107112885,0.0010000000474974513
0.008019345812499523,0.09369473159313202,0.011667260900139809,0.11367343366146088,0.0010000000474974513
0.00790651049464941,0.09294937551021576,0.011888074688613415,0.1139993965625763,0.0010000000474974513
0.007840006612241268,0.09259717911481857,0.011536422185599804,0.11281692981719971,0.0010000000474974513
0.007422502152621746,0.09021873772144318,0.010641020722687244,0.10853884369134903,0.0005000000237487257
0.0073819695971906185,0.09008608758449554,0.010812615044414997,0.10936608910560608,0.0005000000237487257
0.00737493671476841,0.09005323797464371,0.010836749337613583,0.10908911377191544,0.0005000000237487257
0.007327915634959936,0.08976314216852188,0.010623709298670292,0.10848252475261688,0.0005000000237487257
0.007293420378118753,0.08953598886728287,0.010568712837994099,0.10824283212423325,0.0005000000237487257
0.007269310764968395,0.08947502821683884,0.010715250857174397,0.10879873484373093,0.0005000000237487257
0.007069130893796682,0.08822178840637207,0.010320465080440044,0.10765983164310455,0.0002500000118743628
0.0070542157627642155,0.08824756741523743,0.010390326380729675,0.10824500024318695,0.0002500000118743628
0.007031265180557966,0.08805841952562332,0.010439516976475716,0.1079239770770073,0.0002500000118743628
0.007030137348920107,0.08812864869832993,0.010240261442959309,0.10763910412788391,0.0002500000118743628
0.0070032598450779915,0.08798522502183914,0.010319442488253117,0.10726286470890045,0.0002500000118743628
0.006994246039539576,0.08789388090372086,0.010347339324653149,0.1081128790974617,0.0002500000118743628
0.006840567570179701,0.08687799423933029,0.009989668615162373,0.1062154620885849,0.0001250000059371814
0.006842382252216339,0.087025947868824,0.009897138923406601,0.10585328191518784,0.0001250000059371814
0.006833330728113651,0.08695964515209198,0.009925121441483498,0.1059911847114563,0.0001250000059371814
0.006827927194535732,0.08694181591272354,0.00997068639844656,0.10624595731496811,0.0001250000059371814
0.006829848047345877,0.08696141839027405,0.00993414781987667,0.1055540069937706,0.0001250000059371814
0.006802549120038748,0.08678118139505386,0.009985738433897495,0.10631401836872101,0.0001250000059371814
0.006733255926519632,0.08635805547237396,0.009633021429181099,0.10436923801898956,6.25000029685907e-05
0.006728217005729675,0.08637669682502747,0.00966213084757328,0.10459819436073303,6.25000029685907e-05
0.006704673171043396,0.08618851006031036,0.009737745858728886,0.10493404418230057,6.25000029685907e-05
0.0067035299725830555,0.08623647689819336,0.009688346646726131,0.10459316521883011,6.25000029685907e-05
0.00670677050948143,0.08626946061849594,0.009590474888682365,0.10416585952043533,6.25000029685907e-05
0.006701578386127949,0.08621165156364441,0.009652198292315006,0.1046941950917244,6.25000029685907e-05
0.006663481704890728,0.08599063009023666,0.009515703655779362,0.10382837802171707,3.125000148429535e-05
0.006658859085291624,0.08596763014793396,0.009493728168308735,0.10371173173189163,3.125000148429535e-05
0.0066529796458780766,0.08593165129423141,0.009559319354593754,0.10396753251552582,3.125000148429535e-05
0.006634619552642107,0.0858677551150322,0.009528610855340958,0.1038326770067215,3.125000148429535e-05
0.0066536907106637955,0.08596553653478622,0.00946059450507164,0.10364385694265366,3.125000148429535e-05
0.006631317548453808,0.08584323525428772,0.009505944326519966,0.10370762646198273,3.125000148429535e-05
0.006616275757551193,0.08571071922779083,0.009414776228368282,0.10329980403184891,1.5625000742147677e-05
0.0066229067742824554,0.0857936292886734,0.009409995749592781,0.10343775898218155,1.5625000742147677e-05
0.0066078417003154755,0.085691899061203,0.00941755622625351,0.10336397588253021,1.5625000742147677e-05
0.006604328751564026,0.08569323271512985,0.009438596665859222,0.1034674271941185,1.5625000742147677e-05
0.006585258524864912,0.08555783331394196,0.009411782026290894,0.10338611155748367,1.5625000742147677e-05
0.006588425487279892,0.08560511469841003,0.00939288642257452,0.10327156633138657,1.5625000742147677e-05
0.00657930551096797,0.08551215380430222,0.009349356405436993,0.10318123549222946,7.812500371073838e-06
0.006599584128707647,0.08566349744796753,0.009361659176647663,0.10316378623247147,7.812500371073838e-06
0.006593247409909964,0.08563079684972763,0.009354198351502419,0.10315864533185959,7.812500371073838e-06
0.0065993634052574635,0.08567635715007782,0.009349160827696323,0.10316400974988937,7.812500371073838e-06
0.006587245035916567,0.08559926599264145,0.009353291243314743,0.10317790508270264,7.812500371073838e-06
0.006575605366379023,0.08554296940565109,0.009320879355072975,0.10303272306919098,3.906250185536919e-06
0.006578247062861919,0.08552873134613037,0.009326889179646969,0.10306956619024277,3.906250185536919e-06
0.006576005835086107,0.08553026616573334,0.009342200122773647,0.10312498360872269,3.906250185536919e-06
0.006571861449629068,0.08547619730234146,0.009345078840851784,0.10314062982797623,3.906250185536919e-06
0.006570653524249792,0.08552279323339462,0.009348131716251373,0.10313878208398819,3.906250185536919e-06
0.006571085657924414,0.08547461777925491,0.009331371635198593,0.1030534952878952,1.9531250927684596e-06
0.006566538941115141,0.08546548336744308,0.009333246387541294,0.10306750237941742,1.9531250927684596e-06
0.006577897351235151,0.08551927655935287,0.009325893595814705,0.10303675383329391,1.9531250927684596e-06
0.006576731335371733,0.08554261922836304,0.009329893626272678,0.10305935889482498,1.9531250927684596e-06
0.006577338092029095,0.08548543602228165,0.009323402307927608,0.10302948951721191,1.9531250927684596e-06
0.006568678189069033,0.08551052957773209,0.00931754894554615,0.10298696905374527,9.999999974752427e-07
0.006567365489900112,0.08544419705867767,0.009319533593952656,0.10299193114042282,9.999999974752427e-07
0.0065824552439153194,0.08556690067052841,0.009325070306658745,0.10300425440073013,9.999999974752427e-07
0.006567293778061867,0.08546184748411179,0.009324315935373306,0.10300538688898087,9.999999974752427e-07
0.006568801589310169,0.08546008169651031,0.009319419972598553,0.1029927134513855,9.999999974752427e-07
0.006560263689607382,0.08542261272668839,0.009322207421064377,0.10299939662218094,9.999999974752427e-07
0.006566598545759916,0.08547108620405197,0.009332039393484592,0.10303337126970291,9.999999974752427e-07
0.006562679074704647,0.08542666584253311,0.009318283759057522,0.10297823697328568,9.999999974752427e-07
0.006575912237167358,0.08549580723047256,0.009321469813585281,0.10299953818321228,9.999999974752427e-07
0.006574949249625206,0.08551248162984848,0.009319071657955647,0.10300079733133316,9.999999974752427e-07
0.006561118643730879,0.08544041216373444,0.009319331496953964,0.10299710929393768,9.999999974752427e-07
0.006563166156411171,0.08542917668819427,0.009324728511273861,0.10300873965024948,9.999999974752427e-07
0.0065658846870064735,0.08546630293130875,0.0093220304697752,0.10300344228744507,9.999999974752427e-07
0.006582204718142748,0.0855574682354927,0.009321382269263268,0.1029994785785675,9.999999974752427e-07
0.006562975700944662,0.0854400098323822,0.009324848651885986,0.10300912708044052,9.999999974752427e-07
0.006570030469447374,0.08550871908664703,0.009323131293058395,0.10300172120332718,9.999999974752427e-07
