,total_consumo,total_pv,consumo_liquido,hora,dia_semana,final_semana,mes,dia_ano
2010-10-01 00:00:00,24.596000000000004,0.0,24.596000000000004,0.0,4,0,10,274
2010-10-01 00:30:00,20.875,0.0,20.875,0.5,4,0,10,274
2010-10-01 01:00:00,16.268,0.0,16.268,1.0,4,0,10,274
2010-10-01 01:30:00,13.719000000000001,0.0,13.719000000000001,1.5,4,0,10,274
2010-10-01 02:00:00,14.437,0.0,14.437,2.0,4,0,10,274
2010-10-01 02:30:00,17.597,0.0,17.597,2.5,4,0,10,274
2010-10-01 03:00:00,15.564,0.0,15.564,3.0,4,0,10,274
2010-10-01 03:30:00,14.044,0.0,14.044,3.5,4,0,10,274
2010-10-01 04:00:00,17.304,0.0,17.304,4.0,4,0,10,274
2010-10-01 04:30:00,16.525,0.0,16.525,4.5,4,0,10,274
2010-10-01 05:00:00,24.598,0.0,24.598,5.0,4,0,10,274
2010-10-01 05:30:00,40.05199999999999,0.0,40.05199999999999,5.5,4,0,10,274
2010-10-01 06:00:00,30.061,0.0,30.061,6.0,4,0,10,274
2010-10-01 06:30:00,34.584999999999994,0.0,34.584999999999994,6.5,4,0,10,274
2010-10-01 07:00:00,40.287000000000006,0.5489999999999999,39.73800000000001,7.0,4,0,10,274
2010-10-01 07:30:00,38.314,3.6197999999999997,34.6942,7.5,4,0,10,274
2010-10-01 08:00:00,50.099000000000004,9.367,40.732,8.0,4,0,10,274
2010-10-01 08:30:00,51.071000000000005,15.741300000000003,35.3297,8.5,4,0,10,274
2010-10-01 09:00:00,48.368,21.1965,27.1715,9.0,4,0,10,274
2010-10-01 09:30:00,49.153999999999996,27.9424,21.211599999999997,9.5,4,0,10,274
2010-10-01 10:00:00,61.817,32.503299999999996,29.313700000000004,10.0,4,0,10,274
2010-10-01 10:30:00,54.01700000000001,36.374900000000004,17.642100000000006,10.5,4,0,10,274
2010-10-01 11:00:00,53.888999999999996,38.0989,15.790099999999995,11.0,4,0,10,274
2010-10-01 11:30:00,39.388999999999996,40.0817,0.1,11.5,4,0,10,274
2010-10-01 12:00:00,40.409,41.861599999999996,0.1,12.0,4,0,10,274
2010-10-01 12:30:00,36.462999999999994,42.5451,0.1,12.5,4,0,10,274
2010-10-01 13:00:00,41.352000000000004,41.4268,0.1,13.0,4,0,10,274
2010-10-01 13:30:00,32.129,41.0576,0.1,13.5,4,0,10,274
2010-10-01 14:00:00,36.238,38.759699999999995,0.1,14.0,4,0,10,274
2010-10-01 14:30:00,39.085,35.973600000000005,3.111399999999996,14.5,4,0,10,274
2010-10-01 15:00:00,40.111,31.9738,8.137199999999996,15.0,4,0,10,274
2010-10-01 15:30:00,48.194,27.851,20.343000000000004,15.5,4,0,10,274
2010-10-01 16:00:00,53.30200000000001,22.817,30.485000000000007,16.0,4,0,10,274
2010-10-01 16:30:00,56.143,17.109499999999997,39.033500000000004,16.5,4,0,10,274
2010-10-01 17:00:00,52.474999999999994,10.4452,42.029799999999994,17.0,4,0,10,274
2010-10-01 17:30:00,58.14900000000001,5.2002999999999995,52.94870000000001,17.5,4,0,10,274
2010-10-01 18:00:00,69.187,1.3399999999999999,67.847,18.0,4,0,10,274
2010-10-01 18:30:00,78.57100000000001,0.012199999999999999,78.5588,18.5,4,0,10,274
2010-10-01 19:00:00,64.07,0.0,64.07,19.0,4,0,10,274
2010-10-01 19:30:00,68.56,0.0,68.56,19.5,4,0,10,274
2010-10-01 20:00:00,59.016000000000005,0.0,59.016000000000005,20.0,4,0,10,274
2010-10-01 20:30:00,61.218,0.0,61.218,20.5,4,0,10,274
2010-10-01 21:00:00,55.403,0.0,55.403,21.0,4,0,10,274
2010-10-01 21:30:00,54.588,0.0,54.588,21.5,4,0,10,274
2010-10-01 22:00:00,43.761,0.0,43.761,22.0,4,0,10,274
2010-10-01 22:30:00,33.407,0.0,33.407,22.5,4,0,10,274
2010-10-01 23:00:00,31.61,0.0,31.61,23.0,4,0,10,274
2010-10-01 23:30:00,27.212999999999994,0.0,27.212999999999994,23.5,4,0,10,274
2010-10-02 00:00:00,24.475,0.0,24.475,0.0,5,1,10,275
2010-10-02 00:30:00,23.121,0.0,23.121,0.5,5,1,10,275
2010-10-02 01:00:00,18.055999999999997,0.0,18.055999999999997,1.0,5,1,10,275
2010-10-02 01:30:00,15.195,0.0,15.195,1.5,5,1,10,275
2010-10-02 02:00:00,14.867,0.0,14.867,2.0,5,1,10,275
2010-10-02 02:30:00,14.249999999999996,0.0,14.249999999999996,2.5,5,1,10,275
2010-10-02 03:00:00,15.391,0.0,15.391,3.0,5,1,10,275
2010-10-02 03:30:00,17.89,0.0,17.89,3.5,5,1,10,275
2010-10-02 04:00:00,13.524999999999999,0.0,13.524999999999999,4.0,5,1,10,275
2010-10-02 04:30:00,14.261,0.0,14.261,4.5,5,1,10,275
2010-10-02 05:00:00,23.602,0.0,23.602,5.0,5,1,10,275
2010-10-02 05:30:00,26.871,0.0,26.871,5.5,5,1,10,275
2010-10-02 06:00:00,34.357,0.0,34.357,6.0,5,1,10,275
2010-10-02 06:30:00,42.375,0.0,42.375,6.5,5,1,10,275
2010-10-02 07:00:00,31.793,0.5393,31.2537,7.0,5,1,10,275
2010-10-02 07:30:00,44.74300000000001,3.8218999999999994,40.92110000000001,7.5,5,1,10,275
2010-10-02 08:00:00,57.295,9.825,47.47,8.0,5,1,10,275
2010-10-02 08:30:00,58.141000000000005,16.159,41.982000000000006,8.5,5,1,10,275
2010-10-02 09:00:00,44.87500000000001,21.8652,23.009800000000006,9.0,5,1,10,275
2010-10-02 09:30:00,42.272999999999996,27.9916,14.281399999999998,9.5,5,1,10,275
2010-10-02 10:00:00,59.319,32.271,27.048000000000002,10.0,5,1,10,275
2010-10-02 10:30:00,49.268,35.7834,13.4846,10.5,5,1,10,275
2010-10-02 11:00:00,45.115,38.412400000000005,6.702599999999997,11.0,5,1,10,275
2010-10-02 11:30:00,52.987,40.0081,12.978900000000003,11.5,5,1,10,275
2010-10-02 12:00:00,55.364,40.6319,14.732099999999996,12.0,5,1,10,275
2010-10-02 12:30:00,48.63900000000001,41.1083,7.53070000000001,12.5,5,1,10,275
2010-10-02 13:00:00,50.882,40.7469,10.135100000000001,13.0,5,1,10,275
2010-10-02 13:30:00,52.645999999999994,39.395399999999995,13.250599999999999,13.5,5,1,10,275
2010-10-02 14:00:00,53.89800000000001,38.3181,15.57990000000001,14.0,5,1,10,275
2010-10-02 14:30:00,50.248,34.5526,15.6954,14.5,5,1,10,275
2010-10-02 15:00:00,49.436,31.6148,17.8212,15.0,5,1,10,275
2010-10-02 15:30:00,44.462,27.5542,16.9078,15.5,5,1,10,275
2010-10-02 16:00:00,59.784,22.4527,37.3313,16.0,5,1,10,275
2010-10-02 16:30:00,52.016999999999996,16.744400000000002,35.2726,16.5,5,1,10,275
2010-10-02 17:00:00,43.749,10.384699999999999,33.3643,17.0,5,1,10,275
2010-10-02 17:30:00,54.182,4.9802,49.201800000000006,17.5,5,1,10,275
2010-10-02 18:00:00,60.342,1.0694000000000001,59.2726,18.0,5,1,10,275
2010-10-02 18:30:00,69.242,0.0035,69.2385,18.5,5,1,10,275
2010-10-02 19:00:00,70.36,0.0,70.36,19.0,5,1,10,275
2010-10-02 19:30:00,76.94800000000001,0.0,76.94800000000001,19.5,5,1,10,275
2010-10-02 20:00:00,70.26700000000001,0.0,70.26700000000001,20.0,5,1,10,275
2010-10-02 20:30:00,55.53099999999999,0.0,55.53099999999999,20.5,5,1,10,275
2010-10-02 21:00:00,57.50999999999999,0.0,57.50999999999999,21.0,5,1,10,275
2010-10-02 21:30:00,53.337,0.0,53.337,21.5,5,1,10,275
2010-10-02 22:00:00,52.071999999999996,0.0,52.071999999999996,22.0,5,1,10,275
2010-10-02 22:30:00,40.858,0.0,40.858,22.5,5,1,10,275
2010-10-02 23:00:00,40.915000000000006,0.0,40.915000000000006,23.0,5,1,10,275
2010-10-02 23:30:00,34.386,0.0,34.386,23.5,5,1,10,275
2010-10-03 00:00:00,27.909999999999997,0.0,27.909999999999997,0.0,6,1,10,276
2010-10-03 00:30:00,26.83,0.0,26.83,0.5,6,1,10,276
2010-10-03 01:00:00,23.321,0.0,23.321,1.0,6,1,10,276
2010-10-03 01:30:00,16.721,0.0,16.721,1.5,6,1,10,276
2010-10-03 02:00:00,16.904,0.0,16.904,2.0,6,1,10,276
2010-10-03 02:30:00,14.776,0.0,14.776,2.5,6,1,10,276
2010-10-03 03:00:00,15.063999999999998,0.0,15.063999999999998,3.0,6,1,10,276
2010-10-03 03:30:00,18.037,0.0,18.037,3.5,6,1,10,276
2010-10-03 04:00:00,15.068000000000001,0.0,15.068000000000001,4.0,6,1,10,276
2010-10-03 04:30:00,23.110000000000007,0.0,23.110000000000007,4.5,6,1,10,276
2010-10-03 05:00:00,23.915,0.0,23.915,5.0,6,1,10,276
2010-10-03 05:30:00,23.307,0.0,23.307,5.5,6,1,10,276
2010-10-03 06:00:00,22.358,0.0,22.358,6.0,6,1,10,276
2010-10-03 06:30:00,20.853,0.0,20.853,6.5,6,1,10,276
2010-10-03 07:00:00,29.171,0.6678999999999999,28.5031,7.0,6,1,10,276
2010-10-03 07:30:00,33.146,3.5648999999999997,29.5811,7.5,6,1,10,276
2010-10-03 08:00:00,38.23800000000001,9.642800000000001,28.595200000000006,8.0,6,1,10,276
2010-10-03 08:30:00,54.480000000000004,14.3659,40.11410000000001,8.5,6,1,10,276
2010-10-03 09:00:00,60.592,20.3986,40.1934,9.0,6,1,10,276
2010-10-03 09:30:00,64.50800000000001,23.652499999999996,40.85550000000001,9.5,6,1,10,276
2010-10-03 10:00:00,69.693,29.158399999999997,40.5346,10.0,6,1,10,276
2010-10-03 10:30:00,48.889,35.8444,13.044600000000003,10.5,6,1,10,276
2010-10-03 11:00:00,51.818000000000005,37.3515,14.466500000000003,11.0,6,1,10,276
2010-10-03 11:30:00,47.577999999999996,38.154599999999995,9.4234,11.5,6,1,10,276
2010-10-03 12:00:00,37.818,40.1831,0.1,12.0,6,1,10,276
2010-10-03 12:30:00,61.583,34.804199999999994,26.778800000000004,12.5,6,1,10,276
2010-10-03 13:00:00,53.808,32.8215,20.9865,13.0,6,1,10,276
2010-10-03 13:30:00,56.086,36.221799999999995,19.864200000000004,13.5,6,1,10,276
2010-10-03 14:00:00,46.518,33.0334,13.4846,14.0,6,1,10,276
2010-10-03 14:30:00,38.739000000000004,32.180099999999996,6.558900000000008,14.5,6,1,10,276
2010-10-03 15:00:00,47.059,31.2959,15.763099999999998,15.0,6,1,10,276
2010-10-03 15:30:00,40.818000000000005,26.4056,14.412400000000005,15.5,6,1,10,276
2010-10-03 16:00:00,43.900999999999996,22.077800000000003,21.823199999999993,16.0,6,1,10,276
2010-10-03 16:30:00,48.982000000000006,16.4025,32.57950000000001,16.5,6,1,10,276
2010-10-03 17:00:00,58.785,10.1665,48.6185,17.0,6,1,10,276
2010-10-03 17:30:00,73.46,4.821199999999999,68.63879999999999,17.5,6,1,10,276
2010-10-03 18:00:00,75.358,0.8557000000000001,74.5023,18.0,6,1,10,276
2010-10-03 18:30:00,73.14200000000001,0.0,73.14200000000001,18.5,6,1,10,276
2010-10-03 19:00:00,61.513999999999996,0.0,61.513999999999996,19.0,6,1,10,276
2010-10-03 19:30:00,58.321,0.0,58.321,19.5,6,1,10,276
2010-10-03 20:00:00,52.230000000000004,0.0,52.230000000000004,20.0,6,1,10,276
2010-10-03 20:30:00,51.662000000000006,0.0,51.662000000000006,20.5,6,1,10,276
2010-10-03 21:00:00,46.14,0.0,46.14,21.0,6,1,10,276
2010-10-03 21:30:00,48.150999999999996,0.0,48.150999999999996,21.5,6,1,10,276
2010-10-03 22:00:00,49.80799999999999,0.0,49.80799999999999,22.0,6,1,10,276
2010-10-03 22:30:00,42.641000000000005,0.0,42.641000000000005,22.5,6,1,10,276
2010-10-03 23:00:00,47.30199999999999,0.0,47.30199999999999,23.0,6,1,10,276
2010-10-03 23:30:00,39.859,0.0,39.859,23.5,6,1,10,276
2010-10-04 00:00:00,34.558,0.0,34.558,0.0,0,0,10,277
2010-10-04 00:30:00,30.157999999999998,0.0,30.157999999999998,0.5,0,0,10,277
2010-10-04 01:00:00,22.954,0.0,22.954,1.0,0,0,10,277
2010-10-04 01:30:00,18.411,0.0,18.411,1.5,0,0,10,277
2010-10-04 02:00:00,19.285999999999998,0.0,19.285999999999998,2.0,0,0,10,277
2010-10-04 02:30:00,20.238999999999997,0.0,20.238999999999997,2.5,0,0,10,277
2010-10-04 03:00:00,17.746000000000002,0.0,17.746000000000002,3.0,0,0,10,277
2010-10-04 03:30:00,16.786,0.0,16.786,3.5,0,0,10,277
2010-10-04 04:00:00,20.194,0.0,20.194,4.0,0,0,10,277
2010-10-04 04:30:00,16.687,0.0,16.687,4.5,0,0,10,277
2010-10-04 05:00:00,16.927,0.0,16.927,5.0,0,0,10,277
2010-10-04 05:30:00,23.266000000000005,0.0,23.266000000000005,5.5,0,0,10,277
2010-10-04 06:00:00,17.113,0.0,17.113,6.0,0,0,10,277
2010-10-04 06:30:00,21.07,0.0,21.07,6.5,0,0,10,277
2010-10-04 07:00:00,24.237,0.5417,23.6953,7.0,0,0,10,277
2010-10-04 07:30:00,28.547,3.5478,24.999200000000002,7.5,0,0,10,277
2010-10-04 08:00:00,46.742,9.632599999999998,37.1094,8.0,0,0,10,277
2010-10-04 08:30:00,55.378,15.861799999999999,39.5162,8.5,0,0,10,277
2010-10-04 09:00:00,66.094,21.5608,44.533199999999994,9.0,0,0,10,277
2010-10-04 09:30:00,72.828,27.616699999999998,45.21130000000001,9.5,0,0,10,277
2010-10-04 10:00:00,59.93900000000001,32.5019,27.437100000000008,10.0,0,0,10,277
2010-10-04 10:30:00,68.74100000000001,35.337999999999994,33.40300000000002,10.5,0,0,10,277
2010-10-04 11:00:00,52.751999999999995,38.0751,14.676899999999996,11.0,0,0,10,277
2010-10-04 11:30:00,60.96199999999999,39.6168,21.34519999999999,11.5,0,0,10,277
2010-10-04 12:00:00,53.941,40.419200000000004,13.521799999999999,12.0,0,0,10,277
2010-10-04 12:30:00,60.266,38.795500000000004,21.470499999999994,12.5,0,0,10,277
2010-10-04 13:00:00,50.273,38.737700000000004,11.5353,13.0,0,0,10,277
2010-10-04 13:30:00,38.516,37.9209,0.5950999999999951,13.5,0,0,10,277
2010-10-04 14:00:00,33.026,36.27420000000001,0.1,14.0,0,0,10,277
2010-10-04 14:30:00,29.505000000000003,33.594899999999996,0.1,14.5,0,0,10,277
2010-10-04 15:00:00,33.346,30.2207,3.1252999999999957,15.0,0,0,10,277
2010-10-04 15:30:00,28.432,26.1098,2.3221999999999987,15.5,0,0,10,277
2010-10-04 16:00:00,30.561999999999998,21.7688,8.793199999999999,16.0,0,0,10,277
2010-10-04 16:30:00,34.827,16.515700000000002,18.311299999999996,16.5,0,0,10,277
2010-10-04 17:00:00,53.885,10.2486,43.636399999999995,17.0,0,0,10,277
2010-10-04 17:30:00,61.22500000000001,4.981400000000001,56.24360000000001,17.5,0,0,10,277
2010-10-04 18:00:00,74.42699999999999,1.1301,73.2969,18.0,0,0,10,277
2010-10-04 18:30:00,66.608,0.004,66.604,18.5,0,0,10,277
2010-10-04 19:00:00,68.343,0.0,68.343,19.0,0,0,10,277
2010-10-04 19:30:00,66.573,0.0,66.573,19.5,0,0,10,277
2010-10-04 20:00:00,62.275,0.0,62.275,20.0,0,0,10,277
2010-10-04 20:30:00,54.57600000000001,0.0,54.57600000000001,20.5,0,0,10,277
2010-10-04 21:00:00,49.967,0.0,49.967,21.0,0,0,10,277
2010-10-04 21:30:00,46.16199999999999,0.0,46.16199999999999,21.5,0,0,10,277
2010-10-04 22:00:00,46.42099999999999,0.0,46.42099999999999,22.0,0,0,10,277
2010-10-04 22:30:00,39.766000000000005,0.0,39.766000000000005,22.5,0,0,10,277
2010-10-04 23:00:00,45.203,0.0,45.203,23.0,0,0,10,277
2010-10-04 23:30:00,33.791000000000004,0.0,33.791000000000004,23.5,0,0,10,277
2010-10-05 00:00:00,27.212999999999997,0.0,27.212999999999997,0.0,1,0,10,278
2010-10-05 00:30:00,23.951,0.0,23.951,0.5,1,0,10,278
2010-10-05 01:00:00,21.154,0.0,21.154,1.0,1,0,10,278
2010-10-05 01:30:00,15.988,0.0,15.988,1.5,1,0,10,278
2010-10-05 02:00:00,16.918,0.0,16.918,2.0,1,0,10,278
2010-10-05 02:30:00,18.562000000000005,0.0,18.562000000000005,2.5,1,0,10,278
2010-10-05 03:00:00,16.491,0.0,16.491,3.0,1,0,10,278
2010-10-05 03:30:00,18.189999999999998,0.0,18.189999999999998,3.5,1,0,10,278
2010-10-05 04:00:00,17.996,0.0,17.996,4.0,1,0,10,278
2010-10-05 04:30:00,18.880000000000003,0.0,18.880000000000003,4.5,1,0,10,278
2010-10-05 05:00:00,18.547,0.0,18.547,5.0,1,0,10,278
2010-10-05 05:30:00,27.329,0.0,27.329,5.5,1,0,10,278
2010-10-05 06:00:00,32.96199999999999,0.0,32.96199999999999,6.0,1,0,10,278
2010-10-05 06:30:00,35.059999999999995,0.0,35.059999999999995,6.5,1,0,10,278
2010-10-05 07:00:00,38.016,0.509,37.507,7.0,1,0,10,278
2010-10-05 07:30:00,45.03099999999999,3.8356,41.19539999999999,7.5,1,0,10,278
2010-10-05 08:00:00,49.948,10.018600000000001,39.9294,8.0,1,0,10,278
2010-10-05 08:30:00,54.459999999999994,16.6497,37.8103,8.5,1,0,10,278
2010-10-05 09:00:00,45.208000000000006,22.6986,22.509400000000007,9.0,1,0,10,278
2010-10-05 09:30:00,45.81699999999999,29.038200000000003,16.77879999999999,9.5,1,0,10,278
2010-10-05 10:00:00,50.15300000000001,33.8089,16.34410000000001,10.0,1,0,10,278
2010-10-05 10:30:00,50.224,36.6679,13.556099999999994,10.5,1,0,10,278
2010-10-05 11:00:00,51.165000000000006,38.401700000000005,12.763300000000001,11.0,1,0,10,278
2010-10-05 11:30:00,58.91900000000001,39.7371,19.181900000000013,11.5,1,0,10,278
2010-10-05 12:00:00,62.076,40.530899999999995,21.545100000000005,12.0,1,0,10,278
2010-10-05 12:30:00,51.916,39.6416,12.2744,12.5,1,0,10,278
2010-10-05 13:00:00,50.550000000000004,39.1261,11.423900000000003,13.0,1,0,10,278
2010-10-05 13:30:00,44.94199999999999,37.7525,7.189499999999995,13.5,1,0,10,278
2010-10-05 14:00:00,41.76500000000001,35.7648,6.000200000000007,14.0,1,0,10,278
2010-10-05 14:30:00,50.838,33.3839,17.454100000000004,14.5,1,0,10,278
2010-10-05 15:00:00,55.02499999999999,30.036,24.98899999999999,15.0,1,0,10,278
2010-10-05 15:30:00,66.406,26.7531,39.6529,15.5,1,0,10,278
2010-10-05 16:00:00,59.772000000000006,21.358400000000003,38.4136,16.0,1,0,10,278
2010-10-05 16:30:00,73.068,16.4267,56.6413,16.5,1,0,10,278
2010-10-05 17:00:00,58.675000000000004,10.2745,48.40050000000001,17.0,1,0,10,278
2010-10-05 17:30:00,71.032,4.9026000000000005,66.12939999999999,17.5,1,0,10,278
2010-10-05 18:00:00,79.799,1.0692000000000002,78.72980000000001,18.0,1,0,10,278
2010-10-05 18:30:00,80.34700000000001,0.0,80.34700000000001,18.5,1,0,10,278
2010-10-05 19:00:00,74.241,0.0,74.241,19.0,1,0,10,278
2010-10-05 19:30:00,78.77,0.0,78.77,19.5,1,0,10,278
2010-10-05 20:00:00,67.74,0.0,67.74,20.0,1,0,10,278
2010-10-05 20:30:00,62.663,0.0,62.663,20.5,1,0,10,278
2010-10-05 21:00:00,57.95,0.0,57.95,21.0,1,0,10,278
2010-10-05 21:30:00,59.212999999999994,0.0,59.212999999999994,21.5,1,0,10,278
2010-10-05 22:00:00,48.021,0.0,48.021,22.0,1,0,10,278
2010-10-05 22:30:00,43.06699999999999,0.0,43.06699999999999,22.5,1,0,10,278
2010-10-05 23:00:00,37.733000000000004,0.0,37.733000000000004,23.0,1,0,10,278
2010-10-05 23:30:00,27.079,0.0,27.079,23.5,1,0,10,278
2010-10-06 00:00:00,25.261999999999997,0.0,25.261999999999997,0.0,2,0,10,279
2010-10-06 00:30:00,22.457,0.0,22.457,0.5,2,0,10,279
2010-10-06 01:00:00,18.208000000000002,0.0,18.208000000000002,1.0,2,0,10,279
2010-10-06 01:30:00,17.469,0.0,17.469,1.5,2,0,10,279
2010-10-06 02:00:00,15.559000000000001,0.0,15.559000000000001,2.0,2,0,10,279
2010-10-06 02:30:00,17.921,0.0,17.921,2.5,2,0,10,279
2010-10-06 03:00:00,17.661,0.0,17.661,3.0,2,0,10,279
2010-10-06 03:30:00,14.769,0.0,14.769,3.5,2,0,10,279
2010-10-06 04:00:00,15.143,0.0,15.143,4.0,2,0,10,279
2010-10-06 04:30:00,16.823,0.0,16.823,4.5,2,0,10,279
2010-10-06 05:00:00,20.28,0.0,20.28,5.0,2,0,10,279
2010-10-06 05:30:00,29.427,0.0,29.427,5.5,2,0,10,279
2010-10-06 06:00:00,37.398,0.0,37.398,6.0,2,0,10,279
2010-10-06 06:30:00,39.891,0.0,39.891,6.5,2,0,10,279
2010-10-06 07:00:00,32.835,0.4075,32.4275,7.0,2,0,10,279
2010-10-06 07:30:00,47.382999999999996,3.0564999999999998,44.326499999999996,7.5,2,0,10,279
2010-10-06 08:00:00,53.294,8.716199999999999,44.577799999999996,8.0,2,0,10,279
2010-10-06 08:30:00,65.06500000000001,14.017300000000002,51.047700000000006,8.5,2,0,10,279
2010-10-06 09:00:00,50.762,19.899900000000002,30.862099999999998,9.0,2,0,10,279
2010-10-06 09:30:00,48.853,24.488500000000002,24.3645,9.5,2,0,10,279
2010-10-06 10:00:00,58.033,29.479400000000002,28.5536,10.0,2,0,10,279
2010-10-06 10:30:00,51.92400000000001,31.6874,20.236600000000006,10.5,2,0,10,279
2010-10-06 11:00:00,68.84700000000001,34.5299,34.31710000000001,11.0,2,0,10,279
2010-10-06 11:30:00,70.275,35.431,34.84400000000001,11.5,2,0,10,279
2010-10-06 12:00:00,69.35100000000001,37.48609999999999,31.86490000000002,12.0,2,0,10,279
2010-10-06 12:30:00,65.24199999999999,37.6473,27.59469999999999,12.5,2,0,10,279
2010-10-06 13:00:00,55.089,38.4174,16.671599999999998,13.0,2,0,10,279
2010-10-06 13:30:00,56.531,37.1538,19.377200000000002,13.5,2,0,10,279
2010-10-06 14:00:00,58.437999999999995,35.833800000000004,22.60419999999999,14.0,2,0,10,279
2010-10-06 14:30:00,53.033,32.8027,20.2303,14.5,2,0,10,279
2010-10-06 15:00:00,57.77999999999999,30.076700000000002,27.703299999999984,15.0,2,0,10,279
2010-10-06 15:30:00,72.34100000000001,25.4046,46.936400000000006,15.5,2,0,10,279
2010-10-06 16:00:00,59.19800000000001,20.6213,38.5767,16.0,2,0,10,279
2010-10-06 16:30:00,72.619,14.7361,57.8829,16.5,2,0,10,279
2010-10-06 17:00:00,65.76599999999999,8.6462,57.11979999999999,17.0,2,0,10,279
2010-10-06 17:30:00,69.427,3.7774,65.6496,17.5,2,0,10,279
2010-10-06 18:00:00,84.07,0.9590000000000001,83.11099999999999,18.0,2,0,10,279
2010-10-06 18:30:00,76.68799999999999,0.0,76.68799999999999,18.5,2,0,10,279
2010-10-06 19:00:00,75.489,0.0,75.489,19.0,2,0,10,279
2010-10-06 19:30:00,62.798,0.0,62.798,19.5,2,0,10,279
2010-10-06 20:00:00,60.144000000000005,0.0,60.144000000000005,20.0,2,0,10,279
2010-10-06 20:30:00,51.694,0.0,51.694,20.5,2,0,10,279
2010-10-06 21:00:00,54.16,0.0,54.16,21.0,2,0,10,279
2010-10-06 21:30:00,47.69200000000001,0.0,47.69200000000001,21.5,2,0,10,279
2010-10-06 22:00:00,46.763000000000005,0.0,46.763000000000005,22.0,2,0,10,279
2010-10-06 22:30:00,37.053999999999995,0.0,37.053999999999995,22.5,2,0,10,279
2010-10-06 23:00:00,38.812,0.0,38.812,23.0,2,0,10,279
2010-10-06 23:30:00,35.506,0.0,35.506,23.5,2,0,10,279
2010-10-07 00:00:00,29.005000000000003,0.0,29.005000000000003,0.0,3,0,10,280
2010-10-07 00:30:00,26.521,0.0,26.521,0.5,3,0,10,280
2010-10-07 01:00:00,21.442,0.0,21.442,1.0,3,0,10,280
2010-10-07 01:30:00,17.585,0.0,17.585,1.5,3,0,10,280
2010-10-07 02:00:00,21.276,0.0,21.276,2.0,3,0,10,280
2010-10-07 02:30:00,20.139000000000003,0.0,20.139000000000003,2.5,3,0,10,280
2010-10-07 03:00:00,17.601,0.0,17.601,3.0,3,0,10,280
2010-10-07 03:30:00,17.609,0.0,17.609,3.5,3,0,10,280
2010-10-07 04:00:00,22.166,0.0,22.166,4.0,3,0,10,280
2010-10-07 04:30:00,17.286,0.0,17.286,4.5,3,0,10,280
2010-10-07 05:00:00,21.923000000000002,0.0,21.923000000000002,5.0,3,0,10,280
2010-10-07 05:30:00,27.959,0.0,27.959,5.5,3,0,10,280
2010-10-07 06:00:00,34.784,0.0,34.784,6.0,3,0,10,280
2010-10-07 06:30:00,45.720000000000006,0.0,45.720000000000006,6.5,3,0,10,280
2010-10-07 07:00:00,35.892999999999994,0.3211,35.57189999999999,7.0,3,0,10,280
2010-10-07 07:30:00,42.685,2.8971999999999993,39.787800000000004,7.5,3,0,10,280
2010-10-07 08:00:00,47.20600000000001,9.0762,38.12980000000001,8.0,3,0,10,280
2010-10-07 08:30:00,53.334,14.926399999999997,38.4076,8.5,3,0,10,280
2010-10-07 09:00:00,51.05999999999999,21.334200000000003,29.725799999999985,9.0,3,0,10,280
2010-10-07 09:30:00,55.377,27.0144,28.362600000000004,9.5,3,0,10,280
2010-10-07 10:00:00,43.455,31.2409,12.214099999999998,10.0,3,0,10,280
2010-10-07 10:30:00,50.419000000000004,35.6698,14.749200000000002,10.5,3,0,10,280
2010-10-07 11:00:00,52.326,38.211,14.115000000000002,11.0,3,0,10,280
2010-10-07 11:30:00,54.697,39.0261,15.670900000000003,11.5,3,0,10,280
2010-10-07 12:00:00,52.748999999999995,37.4417,15.307299999999998,12.0,3,0,10,280
2010-10-07 12:30:00,51.663000000000004,35.1164,16.546600000000005,12.5,3,0,10,280
2010-10-07 13:00:00,54.708,33.5133,21.194699999999997,13.0,3,0,10,280
2010-10-07 13:30:00,59.54600000000001,40.288399999999996,19.25760000000001,13.5,3,0,10,280
2010-10-07 14:00:00,60.92600000000001,36.3618,24.564200000000007,14.0,3,0,10,280
2010-10-07 14:30:00,62.16199999999999,34.1993,27.96269999999999,14.5,3,0,10,280
2010-10-07 15:00:00,59.551,29.1019,30.4491,15.0,3,0,10,280
2010-10-07 15:30:00,58.06999999999999,25.144800000000004,32.92519999999999,15.5,3,0,10,280
2010-10-07 16:00:00,58.717999999999996,20.5318,38.1862,16.0,3,0,10,280
2010-10-07 16:30:00,56.555,11.999600000000001,44.5554,16.5,3,0,10,280
2010-10-07 17:00:00,66.56299999999999,5.6969,60.86609999999999,17.0,3,0,10,280
2010-10-07 17:30:00,69.096,2.5557,66.5403,17.5,3,0,10,280
2010-10-07 18:00:00,73.49799999999999,0.6184999999999999,72.8795,18.0,3,0,10,280
2010-10-07 18:30:00,105.29499999999999,0.0,105.29499999999999,18.5,3,0,10,280
2010-10-07 19:00:00,78.077,0.0,78.077,19.0,3,0,10,280
2010-10-07 19:30:00,79.64200000000001,0.0,79.64200000000001,19.5,3,0,10,280
2010-10-07 20:00:00,78.09100000000001,0.0,78.09100000000001,20.0,3,0,10,280
2010-10-07 20:30:00,67.204,0.0,67.204,20.5,3,0,10,280
2010-10-07 21:00:00,60.510000000000005,0.0,60.510000000000005,21.0,3,0,10,280
2010-10-07 21:30:00,59.56099999999999,0.0,59.56099999999999,21.5,3,0,10,280
