,MAE_mean,MAE_std,RMSE_mean,RMSE_std,R2_mean,R2_std,SMAPE_mean
LSTM,6.324327366201605,1.1999021723833347,8.58640227553334,1.6537723493080203,0.846680748216785,0.013670309413629216,48.606093478181045
