,MAE_mean,MSE_mean,RMSE_mean,R2_mean,SMAPE_mean,MAE_std,MSE_std,RMSE_std,R2_std,SMAPE_std
LSTM,6.146657794528077,74.76547576500627,8.527724923049684,0.8475332952808255,48.694540097102184,1.3562306635991774,28.18696711932674,1.7507355890326024,0.007038165427853622,13.956584260506846
Transformer,16.947978081466815,437.91057072530197,20.70008616978511,0.08927932495454505,66.52765695580528,2.7043212776454757,149.18305084664075,3.758391269301227,0.129899413993691,13.906953286912412
XGBoost,8.971473557866387,147.9318384147333,12.058449315657663,0.6788656526190522,53.18000891466264,1.2313161684273408,48.482733984559694,1.9463960991208353,0.10324592628524906,16.54595701953834
Prophet,15.780200561143173,434.84886491275194,20.24631498019578,0.08060815410231266,81.9566687933533,4.142404277018414,268.1746298715012,6.115831256107196,0.41999860982375414,23.448465124695645
Ensemble,7.427031335102871,98.20375635450038,9.75818561762256,0.8012398040315775,49.608403252152584,1.7132872109131274,38.703398411877615,2.114794247624778,0.004609367863511809,13.785673774493008
