MAE,RMSE,MAPE,R2,Modelo,Horizonte (min)
5.5124874,7.3793683,19.389910747607548,0.8879900177319845,LSTM,30
5.63432,7.7403836,20.18856977423032,0.8762731552124023,XGBoost,30
8.939899,12.03936,52.338507771492004,0.7217201391855875,LSTM,720
9.888944,13.303691,44.5317213733991,0.6641160051027933,XGBoost,720
9.750432,12.59137,148.62810870011648,0.7360340555508932,LSTM,1440
9.397988,13.022624,143.28374018271765,0.7184077103932699,XGBoost,1440
